Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,stat_inf_class,clustering
defende,,2,2,4,2,2,4,10,0.246054,0.260254,1162.903659,0.003261,0.003704,0.000106,0,1,72,0.166667
pco,,1,1,2,1,1,2,12,0.193858,0.201058,67.256399,0.000831,0.000095,0.000065,0,1,30,0
movimento,,5,5,10,5,5,10,11,0.240431,0.254453,19705.833423,0.002656,0.00249,0.000264,0,1,30,0.011111
intelectuais,,1,1,2,1,1,2,12,0.186207,0.192193,326.462347,0.001825,0.000025,0.000075,0,1,53,0
artistas,,3,3,6,3,3,6,11,0.228773,0.24002,5314.9117,0.000708,0.001848,0.000125,0,1,53,0.333333
rua,,13,16,29,16,16,32,10,0.26148,0.280973,75590.424922,0.014026,0.019852,0.000616,0,1,53,0.023333
mídia,,2,3,5,3,3,6,11,0.243439,0.257827,3349.928845,0.00117,0.003482,0.000122,0,1,20,0.05
passará,,3,4,7,4,4,8,11,0.258219,0.274911,2485.392567,0.007412,0.01329,0.000165,0,1,43,0.285714
impit,,30,31,61,46,46,92,10,0.306435,0.335672,172273.263568,0.059622,0.067862,0.001187,0,1,6,0.089899
melhorar,,4,4,8,4,4,8,11,0.253551,0.270429,11534.442408,0.00455,0.006715,0.000202,0,1,60,0.125
pretendendo,,1,1,2,1,1,2,11,0.197279,0.204689,23.606294,0.000239,0.000368,0.000072,0,1,60,0
jogar,,4,4,8,4,4,8,10,0.245704,0.260403,40621.049663,0.010331,0.008105,0.00021,0,1,60,0.053571
incerteza,,2,2,4,2,2,4,12,0.197271,0.204731,4658.113386,0.005771,0.000069,0.000097,0,1,18,0
regimes,,2,2,4,2,2,4,11,0.244844,0.259025,7713.799936,0.000044,0.005838,0.000124,0,1,18,0.083333
exceção,,5,6,11,6,6,12,11,0.253937,0.270137,21373.843929,0.008463,0.009723,0.000243,0,1,18,0.055556
iniciam,,1,1,2,1,1,2,12,0.192266,0.199326,191.038898,0.000346,0.000252,0.000063,0,1,18,0
aconteceu,,3,3,6,3,3,6,11,0.243783,0.258105,21906.562454,0.007465,0.003184,0.000204,0,1,29,0.066667
em4,,1,1,2,1,1,2,12,0.205625,0.213813,99.048961,0.000113,0.000257,0.000087,0,1,29,0
mesmo,,8,8,16,8,8,16,11,0.2588,0.275627,34585.427854,0.007211,0.009662,0.000433,0,1,8,0.05
apoio,,7,7,14,7,7,14,11,0.246829,0.261936,25537.50889,0.005732,0.00435,0.000373,0,1,50,0.027473
setores,,2,2,4,2,2,4,12,0.206281,0.21516,472.194879,0.000346,0.000312,0.000125,0,1,20,0.083333
autocrítica,,1,1,2,1,1,2,13,0.17307,0.178276,5194.344686,0.000136,0,0.000072,0,1,49,0
lavam,,1,1,2,1,1,2,12,0.20925,0.218437,5194.344686,0,0.000445,0.00009,0,1,49,0
mãos,,12,11,23,12,12,24,11,0.264554,0.283947,75898.829381,0.012495,0.015236,0.000672,0,1,49,0.02381
golpistas,,12,13,25,14,14,28,11,0.269065,0.289423,75078.958972,0.014295,0.019959,0.000562,0,1,49,0.054113
lixo,,1,1,2,1,1,2,11,0.227476,0.238894,331.284369,0.000711,0.001615,0.000066,0,1,49,0
repercutir,,1,1,2,1,1,2,12,0.225259,0.236035,156.493821,0.001901,0.001765,0.000067,0,1,43,0
majoritária,,2,2,4,2,2,4,11,0.230198,0.242585,583.023846,0.002662,0.002797,0.000105,0,1,26,0
últimas,,3,3,6,3,3,6,12,0.192839,0.200239,14817.655548,0.003374,0.000049,0.000152,0,1,69,0
pesquisas,,2,2,4,2,2,4,13,0.18696,0.193246,917.558954,0.000002,0.000006,0.000072,0,1,4,0.333333
metade,,2,2,4,2,2,4,12,0.229901,0.241747,11054.867046,0.000174,0.001714,0.000107,0,1,4,0
entrevistados,,1,1,2,1,1,2,12,0.225799,0.236895,242.775585,0.000061,0.000823,0.000075,0,1,4,0
impitma,,10,13,23,14,14,28,11,0.291573,0.316507,40554.753758,0.023117,0.041576,0.000454,0,1,75,0.11039
Pode,,1,1,2,1,1,2,12,0.205104,0.213544,93.340105,0.001481,0.000258,0.000059,0,1,26,0
rejeita,,1,1,2,1,1,2,13,0.174794,0.180247,5185.982202,0.003467,0,0.000073,0,1,0,0
mich,,1,1,2,1,1,2,12,0.211775,0.221482,5185.982202,0,0.000299,0.000091,0,1,0,0
elei,,2,2,4,2,2,4,12,0.222413,0.232938,4045.060584,0.000779,0.000066,0.000087,0,1,10,0
cuia,,1,1,2,1,1,2,11,0.216623,0.226825,207.308851,0.000248,0.001618,0.00006,0,1,58,0
SEMA,,1,1,2,1,1,2,13,0.179007,0.184406,5175,0.001935,0,0.000057,0,1,80,0
pelag,,1,1,2,1,1,2,12,0.218001,0.227719,5175,0,0.001551,0.000077,0,1,80,0
inalienável,,1,1,2,1,1,2,12,0.213717,0.223396,106.121082,0.000106,0.000626,0.000065,0,1,56,0
vontade,,14,14,28,14,14,28,10,0.277682,0.299342,64476.796396,0.011335,0.029786,0.000583,0,1,26,0.086895
entendeu,,1,1,2,1,1,2,11,0.206108,0.214498,150.93831,0.001061,0.000204,0.000064,0,1,26,0
mérito,,2,2,4,2,2,4,11,0.22656,0.238169,5552.656488,0.000389,0.00098,0.000124,0,1,23,0
publicados,,3,3,6,3,3,6,11,0.21871,0.228747,923.856204,0.000177,0.000939,0.000127,0,1,10,0.2
tinham,,2,2,4,2,2,4,11,0.22928,0.24131,5798.000025,0.00128,0.001414,0.000107,0,1,10,0
cobertura,,1,1,2,1,1,2,12,0.216261,0.225813,68.496797,0.00005,0.000564,0.000074,0,1,10,0
lei,,13,11,24,14,14,28,11,0.275862,0.296485,122330.965632,0.015843,0.022294,0.000744,0,1,10,0.019763
aproximação,,1,1,2,1,1,2,14,0.141933,0.144822,10359.154762,0.000245,0,0.000072,0,1,10,0
revisão,,1,1,2,1,1,2,13,0.165383,0.169822,10359.154762,0,0,0.00009,0,1,10,0
metas,,1,1,2,1,1,2,12,0.198117,0.20568,10359.154762,0,0.000001,0.000106,0,1,10,0
determinou,,2,2,4,2,2,4,11,0.247005,0.262022,16493.003081,0.000026,0.002926,0.000141,0,1,10,0
sozinho,,1,1,2,1,1,2,11,0.24368,0.257596,0,0.004354,0.005536,0.000067,0,1,48,1
tentou,,7,7,14,7,7,14,10,0.252981,0.268674,21867.798887,0.031389,0.006364,0.000276,0,1,56,0.137363
medo,,11,11,22,14,14,28,11,0.27828,0.298878,30690.717161,0.020206,0.02642,0.000461,0,1,42,0.134211
posicionando,,1,1,2,1,1,2,12,0.219993,0.230293,247.598619,0.000014,0.002251,0.000066,0,1,42,0
manchar,,2,2,4,2,2,4,12,0.211179,0.220647,5504.93885,0.002538,0.000446,0.000119,0,1,48,0.083333
biografias,,1,1,2,1,1,2,12,0.219975,0.230267,569.682746,0.000016,0.002251,0.000079,0,1,48,0.5
legar,,1,1,2,1,1,2,11,0.225622,0.237269,228.130314,0.000784,0.002084,0.000079,0,1,47,0.5
enfrentar,,6,6,12,6,6,12,11,0.251592,0.267792,23429.224537,0.00438,0.006643,0.000289,0,1,50,0.037879
eleitorado,,1,1,2,1,1,2,13,0.170944,0.175973,5188.838514,0.000237,0,0.00007,0,1,60,0
portadores,,1,1,2,1,1,2,12,0.206149,0.2149,5188.838514,0,0.000013,0.000088,0,1,60,0
respeitado,,2,2,4,2,2,4,11,0.259618,0.277552,12402.581852,0.000363,0.013587,0.000139,0,1,60,0
aprofundar,,2,2,4,2,2,4,12,0.193005,0.200538,12989.899214,0.000591,0.000008,0.000134,0,1,60,0
conflitos,,1,1,2,1,1,2,12,0.178016,0.183627,5215.454007,0,0,0.000086,0,1,60,0
vigentes,,1,1,2,1,1,2,11,0.216515,0.226639,5215.454007,0,0.001587,0.000102,0,1,60,0
conclama,,1,1,2,1,1,2,10,0.24518,0.259481,0,0.000798,0.007868,0.000073,0,1,57,0.5
forças,,6,5,11,6,6,12,12,0.227697,0.239224,32845.874999,0.006559,0.000593,0.00028,0,1,53,0.009091
glutin,,1,1,2,1,1,2,11,0.251788,0.26799,0,0.000838,0.006488,0.000081,0,1,53,0.5
dizemos,,3,3,6,3,3,6,11,0.248309,0.263214,5641.94219,0.000994,0.006051,0.000127,0,1,63,0.066667
pacificação,,1,1,2,1,1,2,12,0.202093,0.21034,52.28129,0.000216,0.000246,0.000065,0,1,63,0
execução,,1,1,2,1,1,2,11,0.203156,0.211057,149.263703,0.000325,0.000259,0.000072,0,1,40,0
programa,,7,7,14,7,7,14,10,0.2549,0.270922,29394.044045,0.007279,0.005337,0.000358,0,1,40,0.010989
segundo,,3,2,5,3,3,6,12,0.214576,0.22402,3037.905036,0.001853,0.000609,0.000119,0,1,21,0
estabilização,,1,1,2,1,1,2,12,0.235048,0.247443,1254.448194,0.009061,0.001456,0.00009,0,1,55,0.5
palta,,1,1,2,1,1,2,13,0.177674,0.183227,5175,0.000673,0,0.000081,0,1,64,0.5
bomba,,1,1,2,1,1,2,12,0.216045,0.226082,5175,0,0.001906,0.000098,0,1,64,0.5
desestabilização,,1,1,2,1,1,2,11,0.214052,0.223173,232.396068,0.000673,0.000981,0.000081,0,1,64,0
normalidade,,2,2,4,2,2,4,12,0.210142,0.219318,279.972143,0.000368,0.001594,0.000136,0,1,50,0.083333
emprego,,13,15,28,16,16,32,10,0.278175,0.299624,88313.636932,0.003651,0.026889,0.000679,0,1,44,0.033846
aquisitivo,,1,1,2,1,1,2,15,0.135349,0.137857,10349,0.002044,0,0.000072,0,1,53,0
salários,,1,1,2,1,1,2,14,0.156507,0.160245,10349,0,0,0.00009,0,1,53,0
conclamamos,,1,1,2,1,1,2,13,0.185506,0.19163,10349,0,0.000234,0.000106,0,1,53,0
renda,,5,6,11,6,6,12,12,0.223527,0.234667,16560.241029,0.00151,0.000303,0.00028,0,1,44,0.088889
garantir,,4,4,8,4,4,8,11,0.252994,0.26848,8968.260856,0.000298,0.007213,0.000196,0,1,44,0.053571
Povo,,10,10,20,12,12,24,10,0.279542,0.301251,43209.080849,0.012493,0.028448,0.000471,0,1,43,0.084795
Vitória,,2,2,4,2,2,4,11,0.21859,0.228733,3422.539845,0.004367,0.001007,0.000103,0,1,46,0
Aplausos,,5,5,10,5,5,10,10,0.251592,0.267258,8167.060004,0.026126,0.016355,0.000239,0,1,68,0.211111
acompanham,,4,4,8,4,4,8,11,0.248333,0.263273,17657.292366,0.008327,0.003303,0.000178,0,1,58,0.089286
decisivo,,1,1,2,1,1,2,12,0.204141,0.212078,103.910447,0.001634,0.00073,0.000064,0,1,24,0
escolher,,6,7,13,8,8,16,11,0.256453,0.272664,15223.374834,0.020487,0.007887,0.000241,0,1,24,0.083333
marcados,,2,2,4,2,2,4,13,0.173424,0.179191,8914.030454,0.000569,0.000013,0.000108,0,1,60,0
julgados,,1,1,2,1,1,2,12,0.181049,0.186883,405.032814,0,0.000293,0.000075,0,1,60,0
entrar,,10,7,17,10,10,20,11,0.234039,0.246923,63302.640847,0.013116,0.002094,0.000436,0,1,29,0.036765
porta,,5,5,10,5,5,10,12,0.229871,0.242183,22160.680699,0.006163,0.002503,0.00027,0,1,58,0.033333
votando,,23,21,44,23,23,46,11,0.278459,0.300837,106290.736638,0.022802,0.039697,0.001089,0,1,6,0.070848
fundos,,4,2,6,4,4,8,12,0.220105,0.230569,17309.038855,0.001032,0.000446,0.000255,0,1,60,0
dadas,,1,1,2,1,1,2,11,0.24345,0.257484,481.373803,0.000543,0.003175,0.000081,0,1,49,0
mentiu,,3,1,4,4,4,8,11,0.251763,0.267942,2147.586915,0.019801,0.006488,0.000204,0,1,71,0.166667
cometeu,,15,9,24,27,27,54,11,0.245448,0.260227,67468.24868,0.033791,0.004736,0.000645,0,1,24,0.079051
continuadamente,,1,1,2,1,1,2,11,0.229402,0.240839,0,0.000169,0.000949,0.00009,0,1,24,0.5
consequência,,4,4,8,4,4,8,11,0.245564,0.260224,11868.39185,0.006942,0.003638,0.00018,0,1,69,0.089286
arruinou,,1,1,2,1,1,2,11,0.21234,0.222154,141.701616,0.00013,0.00021,0.000067,0,1,69,0
levando,,3,3,6,3,3,6,11,0.252599,0.269184,1372.284041,0.00528,0.006948,0.000146,0,1,13,0.066667
profunda,,3,3,6,3,3,6,11,0.223875,0.234868,10826.859133,0.007843,0.001684,0.000186,0,1,30,0.05
referir,,1,1,2,1,1,2,11,0.217123,0.226878,10.532008,0.0013,0.000899,0.000056,0,1,47,0
chance,,4,5,9,5,5,10,11,0.261599,0.27996,15304.658151,0.003104,0.014424,0.000203,0,1,3,0.071429
transformados,,1,1,2,1,1,2,12,0.195853,0.203027,5190.051582,0.000333,0,0.00008,0,1,3,0
sócios,,1,1,2,1,1,2,11,0.243485,0.257504,5190.051582,0,0.003175,0.000097,0,1,3,0
retrocesso,,3,3,6,3,3,6,11,0.245006,0.259519,6563.728261,0.005646,0.005099,0.000168,0,1,20,0.1
mergulhado,,2,2,4,2,2,4,12,0.234452,0.247987,7936.029426,0.003148,0.002968,0.000119,0,1,20,0
mobilizados,,2,2,4,2,2,4,12,0.198071,0.205753,5478.107076,0.004467,0.000133,0.000108,0,1,63,0
norte,,2,1,3,2,2,4,12,0.202782,0.211171,5609.173468,0.000005,0.000001,0.000132,0,1,63,0
sul,,3,2,5,4,4,8,11,0.254311,0.271382,16769.074617,0.000017,0.008572,0.000246,0,1,63,0.05
cabeça,,4,3,7,4,4,8,11,0.267107,0.28576,26625.238157,0.010842,0.005347,0.000265,0,1,23,0.095238
baixa,,2,2,4,2,2,4,13,0.182814,0.188943,12308.245764,0.001533,0.000054,0.000159,0,1,23,0
tlos,,1,1,2,1,1,2,13,0.174135,0.179197,5178.5,0.000002,0,0.000096,0,1,23,0
traído,,1,1,2,1,1,2,12,0.210826,0.219748,5178.5,0,0.000386,0.000111,0,1,23,0
erguida,,1,2,3,2,2,4,12,0.201275,0.209181,148.986562,0.00019,0.000171,0.000104,0,1,23,0
olhando,,3,3,6,3,3,6,11,0.230598,0.243008,2284.312665,0.001315,0.003636,0.000159,0,1,23,0
olhos,,2,2,4,2,2,4,12,0.190175,0.197347,10444.251883,0.001288,0.00028,0.000114,0,1,23,0.083333
timento,,1,1,2,1,1,2,13,0.172235,0.177282,5200.052764,0.00001,0,0.000078,0,1,23,0
cumprido,,1,1,2,1,1,2,12,0.20803,0.216853,5200.052764,0,0.000212,0.000095,0,1,23,0
votado,,4,3,7,4,4,8,11,0.262608,0.280839,11752.087951,0.005947,0.009777,0.000191,0,1,69,0.214286
perderam,,8,8,16,10,10,20,11,0.257244,0.274387,32581.221494,0.010496,0.010058,0.000295,0,1,18,0.128205
empregos,,4,5,9,5,5,10,11,0.253378,0.270297,17946.564454,0.00092,0.006958,0.000204,0,1,63,0.017857
penam,,1,1,2,1,1,2,14,0.16091,0.165184,38.451921,0.000248,0.000002,0.000064,0,1,63,0
atendimento,,2,2,4,2,2,4,13,0.191725,0.198974,5418.402588,0.000063,0.000223,0.000125,0,1,37,0
médico,,3,3,6,3,3,6,12,0.21695,0.227445,7068.231115,0.000111,0.001966,0.000151,0,1,37,0
vem,,13,12,25,15,15,30,11,0.246758,0.263041,58072.278062,0.019427,0.006741,0.000569,0,1,37,0.070652
redução,,1,1,2,1,1,2,13,0.172643,0.178122,4981.02543,0.00024,0.000013,0.000069,0,1,60,0
educação,,7,8,15,8,8,16,11,0.242163,0.257111,78773.718211,0.007228,0.008646,0.00038,0,1,44,0.043956
sistêmica,,2,2,4,2,2,4,13,0.191208,0.198533,17535.278493,0.002334,0.000015,0.000118,0,1,14,0.166667
desenfreada,,3,3,6,3,3,6,12,0.236002,0.249824,21043.897447,0.000416,0.003045,0.000194,0,1,14,0.033333
compara,,1,1,2,1,1,2,12,0.234155,0.247413,0,0.002331,0.002949,0.000064,0,1,71,0
votei,,3,3,6,3,3,6,11,0.25718,0.273472,3210.941564,0.019201,0.005179,0.000125,0,1,36,0.266667
mudar,,14,13,27,16,16,32,11,0.29077,0.31544,88075.811755,0.020859,0.031785,0.000584,0,1,36,0.061594
voltei,,1,1,2,1,1,2,13,0.161417,0.165644,5187.229167,0.000488,0,0.000073,0,1,63,0
nadae,,1,1,2,1,1,2,12,0.192452,0.199535,5187.229167,0,0,0.000091,0,1,63,0
famí,,3,3,6,3,3,6,11,0.238262,0.251994,20699,0,0.004771,0.000244,0,1,63,0
esperança,,31,22,53,36,36,72,10,0.29535,0.321261,179833.770803,0.05734,0.050069,0.001399,0,1,65,0.067347
Chegada,,1,1,2,1,1,2,12,0.21303,0.22246,304.303039,0.000043,0.000343,0.000072,0,1,12,0
acham,,2,2,4,2,2,4,11,0.239752,0.253824,935.447814,0.001033,0.004041,0.000108,0,1,38,0
merecem,,2,2,4,2,2,4,13,0.174347,0.179643,5565.87326,0.003767,0.000124,0.000125,0,1,80,0
messal,,1,1,2,1,1,2,12,0.204577,0.212884,3414.26645,0.000004,0.000298,0.000082,0,1,80,0
petrolão,,7,7,14,7,7,14,11,0.257129,0.27416,47758.656665,0.008366,0.009652,0.000442,0,1,13,0.071429
pichu,,1,1,2,1,1,2,14,0.136541,0.139159,5188.268098,0.000344,0,0.000083,0,1,64,0
lecos,,1,1,2,1,1,2,13,0.158099,0.162027,5188.268098,0,0.000015,0.000099,0,1,64,0
organização,,3,1,4,3,3,6,12,0.18774,0.194232,10795.332205,0.000417,0.000089,0.000188,0,1,64,0
criminosa,,3,5,8,5,5,10,11,0.231092,0.243456,42178.752975,0.002491,0.001127,0.000296,0,1,64,0
infiltrada,,1,1,2,1,1,2,12,0.212401,0.221439,244.90993,0.00004,0.000366,0.000079,0,1,64,0
governado,,5,2,7,5,5,10,11,0.269625,0.288612,9762.59315,0.010273,0.006998,0.000261,0,1,64,0.142857
elegeu,,4,2,6,4,4,8,11,0.217964,0.22829,3696.051495,0.023409,0.001641,0.000192,0,1,14,0.1
campanha,,4,4,8,4,4,8,11,0.239452,0.252342,14727.225704,0.001506,0.010013,0.000254,0,1,14,0.035714
financiada,,1,1,2,1,1,2,11,0.221927,0.23236,171.374379,0.000357,0.001859,0.000083,0,1,14,0.5
faria,,1,1,2,1,1,2,12,0.180242,0.185805,5175,0.001182,0,0.000066,0,1,23,0
diabo,,1,1,2,1,1,2,11,0.219825,0.229903,5175,0,0.000371,0.000085,0,1,23,0
eleições,,9,16,25,19,19,38,10,0.281687,0.303901,96627.144232,0.010413,0.032771,0.000581,0,1,23,0.056667
prometeu,,1,2,3,2,2,4,12,0.205487,0.214242,5790.834897,0.007347,0.000513,0.000074,0,1,56,0
reduzir,,1,1,2,1,1,2,12,0.198619,0.206193,135.125325,0.000018,0.000239,0.00006,0,1,56,0
luz,,3,3,6,3,3,6,12,0.221121,0.232248,11286.621925,0.002431,0.002198,0.000174,0,1,1,0.033333
haveria,,1,1,2,1,1,2,13,0.162054,0.166345,5176,0.000078,0,0.000078,0,1,1,0
doses,,1,1,2,1,1,2,12,0.193351,0.200544,5176,0,0.000134,0.000096,0,1,1,0
tra,,2,1,3,2,2,4,11,0.23963,0.253538,10349,0.003757,0.003953,0.000153,0,1,1,0
permitiu,,1,1,2,1,1,2,12,0.21529,0.225061,272.035037,0.01237,0.001343,0.000052,0,1,71,0
escalo,,1,1,2,1,1,2,12,0.234176,0.247462,243.142906,0.000635,0.002949,0.000067,0,1,71,0
planeta,,1,1,2,1,1,2,13,0.152374,0.155801,10349,0.002331,0,0.000064,0,1,71,0
desenvolvesse,,1,1,2,1,1,2,12,0.179735,0.185236,10349,0,0,0.000083,0,1,71,0
nariz,,1,1,2,1,1,2,11,0.219071,0.229058,10349,0,0.001182,0.0001,0,1,71,0
informaçõ,,1,1,2,1,1,2,11,0.266598,0.285026,986.050755,0.000927,0.005286,0.000072,0,1,72,0.5
respeita,,5,5,10,5,5,10,11,0.252599,0.268542,9131.088935,0.028488,0.007939,0.000281,0,1,26,0.233333
livre,,9,9,18,9,9,18,12,0.242822,0.2582,36669.202677,0.012095,0.005545,0.000443,0,1,22,0.026144
trama,,1,1,2,1,1,2,13,0.17639,0.181981,99.47418,0.000197,0.000008,0.000071,0,1,60,0
obstruir,,2,2,4,2,2,4,12,0.214123,0.224156,9237.72358,0.000227,0.000163,0.000123,0,1,60,0
proteger,,2,2,4,2,2,4,10,0.246019,0.260055,6323.091705,0.000281,0.003801,0.000143,0,1,24,0.083333
ex-presidente,,3,3,6,3,3,6,11,0.223963,0.234823,3618.93705,0.00418,0.002398,0.000178,0,1,24,0
roubalheira,,7,7,14,7,7,14,11,0.279436,0.301487,23913.552298,0.013451,0.022512,0.000309,0,1,64,0.192308
causaram,,2,2,4,2,2,4,11,0.254399,0.270947,5994.050035,0.008279,0.006498,0.00009,0,1,35,0.166667
tentam,,2,2,4,2,2,4,11,0.238867,0.252032,3032.747135,0.007358,0.001777,0.000138,0,1,53,0.083333
incos,,1,1,2,1,1,2,13,0.162374,0.166562,5175,0.003752,0,0.000072,0,1,63,0
conflito,,1,1,2,1,1,2,12,0.193814,0.200881,5175,0,0.000646,0.00009,0,1,63,0
ameaças,,3,4,7,4,4,8,11,0.238394,0.252322,26840.756737,0.000081,0.004418,0.000229,0,1,61,0
cantos,,1,1,2,1,1,2,11,0.251788,0.26799,454.100905,0.003752,0.006488,0.000072,0,1,81,0
escolhamos,,1,1,2,1,1,2,12,0.186341,0.192662,253.293608,0.000784,0.000069,0.000079,0,1,80,0
desejam,,2,2,4,2,2,4,11,0.228976,0.240762,5395.255472,0.001938,0.0004,0.000124,0,1,80,0
reencontrar,,3,3,6,3,3,6,11,0.239619,0.253214,6473.951695,0.004065,0.00407,0.00014,0,1,80,0.166667
caminho,,15,16,31,17,17,34,10,0.261203,0.279334,87083.329639,0.011596,0.01167,0.000727,0,1,75,0.048276
reconstrução,,6,6,12,6,6,12,11,0.279754,0.300678,16273.749726,0.034326,0.023205,0.000251,0,1,25,0.190909
moral,,9,15,24,15,15,30,11,0.284146,0.305726,67537.484465,0.010234,0.022648,0.000416,0,1,62,0.063158
desenvolvimento,,15,13,28,17,17,34,10,0.284975,0.307765,54652.104976,0.023848,0.035061,0.000632,0,1,40,0.056667
nação,,41,39,80,48,48,96,10,0.293874,0.320961,233751.835108,0.069857,0.061456,0.001772,0,1,65,0.044324
absolutos,,1,1,2,1,1,2,10,0.245564,0.259525,2839.345652,0.00004,0.003652,0.00007,0,1,37,0
opinião,,8,8,16,8,8,16,10,0.263893,0.282812,41667.967974,0.006636,0.017198,0.000403,0,1,22,0.045833
viver,,5,5,10,5,5,10,11,0.241756,0.256424,6167.871377,0.004498,0.005173,0.000263,0,1,22,0.066667
impunidade,,7,7,14,7,7,14,11,0.248715,0.264042,23357.854123,0.007322,0.006881,0.00038,0,1,22,0.115385
volte,,3,2,5,3,3,6,12,0.230475,0.241962,10748.825543,0.000246,0.002204,0.000184,0,1,22,0
oportunidades,,1,1,2,1,1,2,12,0.196634,0.204108,631.462364,0.001783,0.000038,0.000083,0,1,49,0
falo,,5,4,9,5,5,10,11,0.244728,0.259385,29446.37804,0.001064,0.004535,0.000336,0,1,49,0
orgulha,,4,4,8,4,4,8,11,0.247608,0.262646,1965.489731,0.00384,0.006675,0.000134,0,1,0,0.261905
desenganada,,1,1,2,1,1,2,13,0.177376,0.182729,5183.649351,0.000477,0,0.000038,0,1,1,0
maculou,,1,1,2,1,1,2,12,0.215586,0.225164,5183.649351,0,0.000039,0.000061,0,1,1,0
cargo,,8,9,17,9,9,18,11,0.274778,0.295391,58920.939663,0.001083,0.012026,0.000514,0,1,1,0.022059
confiado,,1,1,2,1,1,2,11,0.246688,0.261544,752.628671,0.000428,0.00292,0.000078,0,1,1,0
cumpri-la,,2,2,4,2,2,4,11,0.248083,0.262746,1469.954593,0.002093,0.00336,0.000119,0,1,60,0.083333
respeitá-la,,2,2,4,2,2,4,12,0.1763,0.181912,5531.738756,0.002017,0.000519,0.000117,0,1,60,0.083333
preservá-la,,1,1,2,1,1,2,11,0.197474,0.2046,1306.380145,0.000018,0.00001,0.000079,0,1,60,0
imbuída,,1,1,2,1,1,2,11,0.241294,0.254978,442.415096,0.004501,0.001699,0.000067,0,1,51,0
emana,,2,2,4,2,2,4,10,0.24899,0.264282,1092.539841,0.006921,0.009486,0.000138,0,1,52,0.333333
ignorar,,1,1,2,1,1,2,11,0.217351,0.227288,236.891397,0.000851,0.000404,0.000069,0,1,26,0.5
acovardar,,1,1,2,1,1,2,11,0.227466,0.238884,253.947626,0.000851,0.001615,0.000069,0,1,79,0
discute,,1,1,2,1,1,2,11,0.197837,0.205955,144.236586,0.000542,0.000856,0.000077,0,1,0,0
russef,,1,3,4,3,3,6,11,0.227797,0.239474,174.639757,0.01237,0.005813,0.000052,0,1,18,0.166667
sinalizaram,,1,1,2,1,1,2,12,0.201809,0.209863,1395.885502,0.005482,0.000039,0.000052,0,1,53,0.5
presença,,6,4,10,6,6,12,11,0.252808,0.269124,20906.196624,0.001099,0.004504,0.000273,0,1,53,0.055556
acesso,,4,4,8,4,4,8,11,0.253539,0.269232,21147.874862,0.000158,0.004421,0.000221,0,1,8,0
imagens,,2,2,4,2,2,4,12,0.223479,0.234477,10486.942121,0.000158,0.000512,0.00012,0,1,8,0
exteriores,,1,1,2,1,1,2,12,0.205928,0.214532,182.271288,0.000018,0.000237,0.00008,0,1,8,0
conseguem,,1,1,2,1,1,2,12,0.221149,0.231677,331.75184,0.000356,0.000475,0.000071,0,1,56,0
telão,,1,1,2,1,1,2,12,0.204634,0.212906,458.007778,0.000004,0.00041,0.000083,0,1,33,0
acontecendo,,10,9,19,10,10,20,11,0.257244,0.274244,25725.953561,0.011505,0.009642,0.000464,0,1,26,0.038012
registradas,,1,1,2,1,1,2,13,0.174812,0.180178,79.232767,0.000218,0.000268,0.000067,0,1,64,0
congresso,,6,6,12,8,8,16,12,0.211793,0.221636,25723.959339,0.007522,0.00045,0.000292,0,1,72,0.015152
Nacional,,5,7,12,7,7,14,11,0.25339,0.269306,10422.110995,0.005081,0.009145,0.000228,0,1,25,0.022727
progressista,,1,10,11,12,12,24,11,0.277103,0.299285,6008.449749,0.004485,0.033433,0.000068,0,1,21,0.181818
construiu,,1,1,2,1,1,2,12,0.225259,0.236035,6.994805,0.001191,0.001765,0.000035,0,1,21,0
debatendo,,1,1,2,1,1,2,12,0.197867,0.205669,22.803291,0.00103,0.000263,0.000053,0,1,62,0
discutindo,,4,4,8,4,4,8,11,0.246629,0.262112,26010.15544,0.007375,0.004473,0.000235,0,1,62,0.053571
quiser,,2,2,4,2,2,4,12,0.209317,0.21807,5266.518406,0.000703,0.000409,0.000119,0,1,62,0
construímos,,1,1,2,1,1,2,12,0.225269,0.236045,656.708898,0.000015,0.001765,0.000079,0,1,62,0
única,,3,3,6,3,3,6,11,0.229412,0.241272,1475.729643,0.002074,0.002381,0.000256,0,1,57,0.05
determinada,,1,1,2,1,1,2,11,0.214061,0.223183,107.754471,0.000197,0.000981,0.000071,0,1,22,0
bem-aventurada,,1,1,2,1,1,2,11,0.227167,0.238822,433.171518,0.000026,0.002488,0.000051,0,1,13,0
escolheu,,3,3,6,3,3,6,12,0.208072,0.217283,9740.42868,0.012349,0.000155,0.000194,0,1,60,0.066667
precisamos,,11,12,23,12,12,24,11,0.249566,0.265976,53478.355762,0.0028,0.008039,0.000569,0,1,59,0.028139
reflexão,,1,1,2,1,1,2,12,0.182949,0.188869,160.712179,0.002749,0.000279,0.000073,0,1,30,0
tolerância,,2,2,4,2,2,4,12,0.21241,0.221899,8094.982631,0.00006,0.000764,0.000152,0,1,40,0
Respeito,,2,2,4,2,2,4,12,0.211162,0.22054,5354.351974,0.000027,0.000483,0.000165,0,1,40,0
