Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,stat_inf_class,clustering
tornarem,,1,1,2,1,1,2,11,0.206577,0.214811,75.647206,0.000396,0.000238,0.000071,0,1,49,0
condutor,,1,1,2,1,1,2,12,0.203603,0.211753,103.311728,0.000542,0.000228,0.000054,0,1,46,0
sentado,,3,2,5,3,3,6,12,0.223953,0.235204,2488.370145,0.000299,0.000351,0.000169,0,1,53,0
radical,,1,1,2,1,1,2,12,0.186408,0.192642,5175,0.002485,0,0.000067,0,1,52,0
tire,,1,1,2,1,1,2,11,0.229077,0.240725,5175,0,0.001121,0.000086,0,1,52,0
grana,,1,1,2,1,1,2,12,0.191853,0.198595,240.104793,0.002044,0.000188,0.000072,0,1,35,0
degenerado,,1,1,2,1,1,2,12,0.197897,0.205678,111.355623,0.000132,0.000637,0.000079,0,1,35,0
vocêa,,1,1,2,1,1,2,13,0.181869,0.187642,127.127649,0.002422,0.000139,0.000077,0,1,64,0
escalada,,1,1,2,1,1,2,12,0.206108,0.21481,5194.60919,0.000134,0,0.000075,0,1,64,0
reacionária,,1,1,2,1,1,2,11,0.259566,0.277352,5194.60919,0,0.013447,0.000093,0,1,64,0
correta,,1,1,2,1,1,2,12,0.2179,0.227887,8.555813,0.000967,0.000529,0.000052,0,1,80,0
gestação,,1,1,2,1,1,2,12,0.190252,0.196922,15.210095,0.00015,0.000278,0.000066,0,1,3,0.5
clariss,,1,1,2,1,1,2,13,0.169544,0.174279,0,0.002331,0.000083,0.00006,0,1,3,0.5
garotinho,,2,2,4,2,2,4,12,0.204133,0.212419,10080.103506,0.002334,0.000299,0.000111,0,1,3,0.166667
maternidade,,1,1,2,1,1,2,11,0.228068,0.239497,168.38791,0.00015,0.001727,0.000066,0,1,3,0
tava,,1,1,2,1,1,2,12,0.21801,0.227725,135.492288,0.000062,0.001551,0.000081,0,1,77,0
observando,,1,1,2,1,1,2,12,0.213136,0.222479,590.5815,0.004023,0.000178,0.000063,0,1,8,0
lembrei,,2,2,4,2,2,4,12,0.211507,0.221252,2438.778795,0.006255,0.001045,0.000107,0,1,18,0.166667
jogava,,1,1,2,1,1,2,15,0.123379,0.125327,20693,0.000033,0,0.000073,0,1,18,0
engano,,1,1,2,1,1,2,14,0.140713,0.143472,20693,0,0,0.000091,0,1,18,0
tanquero,,1,1,2,1,1,2,13,0.163715,0.16795,20693,0,0,0.000106,0,1,18,0
brigue,,2,2,4,2,2,4,12,0.195705,0.202963,25869,0,0.000575,0.000226,0,1,18,0
ideias,,1,1,2,1,1,2,13,0.163678,0.167875,0,0.00002,0,0.000125,0,1,18,0
golpista,,1,1,2,1,1,2,13,0.164067,0.168425,10349,0.01237,0,0.000052,0,1,5,0
facista,,1,1,2,1,1,2,12,0.196239,0.203571,10349,0,0,0.000073,0,1,5,0
voltando,,1,1,2,1,1,2,11,0.244105,0.258332,10349,0,0.004518,0.000091,0,1,5,0
deti,,1,1,2,1,1,2,11,0.25954,0.277327,211.450725,0.002818,0.013447,0.000062,0,1,47,0.5
parafraseando,,1,1,2,1,1,2,11,0.20271,0.211055,120.414325,0.01237,0.000558,0.000052,0,1,76,0
evangélicos,,1,1,2,1,1,2,11,0.227157,0.238812,105.21218,0.000347,0.002488,0.000057,0,1,40,0
leão,,3,3,6,3,3,6,12,0.236758,0.250289,8730.535982,0.005123,0.010506,0.000134,0,1,18,0.1
Diego,,1,1,2,1,1,2,13,0.18178,0.187652,5178.450472,0.002079,0,0.000065,0,1,60,0
tatio,,1,1,2,1,1,2,12,0.222136,0.232927,5178.450472,0,0.001307,0.000085,0,1,60,0
Novo,,1,1,2,1,1,2,12,0.234176,0.247462,1366.461341,0.001595,0.002949,0.000072,0,1,60,0
aquio,,1,1,2,1,1,2,16,0.118187,0.120059,15522,0.000153,0,0.000064,0,1,38,0
despregado,,1,1,2,1,1,2,15,0.134,0.136591,15522,0,0,0.000084,0,1,38,0
luar,,1,1,2,1,1,2,14,0.154697,0.158546,15522,0,0,0.0001,0,1,38,0
brilho,,1,1,2,1,1,2,13,0.182956,0.189224,15522,0,0,0.000114,0,1,38,0
ardo,,1,1,2,1,1,2,11,0.224643,0.235883,261.010568,0.01237,0.000927,0.000052,0,1,67,0.5
venida,,1,1,2,1,1,2,11,0.221936,0.232778,98.171236,0.000479,0.004899,0.000081,0,1,22,0
valer,,2,2,4,2,2,4,11,0.226789,0.237567,8538.540545,0.00469,0.000519,0.000108,0,1,21,0
demonstração,,1,1,2,1,1,2,12,0.201189,0.209192,163.178263,0.001318,0.00006,0.000068,0,1,37,0
sintonia,,3,3,6,3,3,6,11,0.22843,0.239894,11593.320577,0.010953,0.001369,0.000129,0,1,37,0.066667
vozes,,2,2,4,2,2,4,12,0.233006,0.245952,11924.926073,0.000053,0.002438,0.000111,0,1,37,0
aparti,,1,1,2,1,1,2,11,0.251788,0.26799,1329.262372,0.000187,0.006488,0.000074,0,1,57,0
convoco,,1,1,2,1,1,2,12,0.183358,0.189587,0,0.007347,0.0004,0.000074,0,1,46,0.5
senit,,1,1,2,1,1,2,12,0.19795,0.206024,103.191662,0.000043,0.000692,0.000069,0,1,46,0
pessal,,1,1,2,1,1,2,12,0.198049,0.205359,445.071923,0.007516,0.000126,0.000056,0,1,53,0
sustentação,,1,2,3,2,2,4,12,0.218231,0.228232,149.031851,0.000158,0.000178,0.000072,0,1,53,0
cheira,,1,1,2,1,1,2,11,0.259553,0.277343,494.299323,0.000389,0.013447,0.00007,0,1,53,0
escolheram,,1,1,2,1,1,2,11,0.223171,0.233511,650.646135,0.009061,0.001112,0.00009,0,1,55,0
todosos,,1,1,2,1,1,2,11,0.239652,0.253586,2724.404744,0.000016,0.003953,0.000066,0,1,68,0
responsabilid,,2,2,4,2,2,4,12,0.204658,0.21324,2135.472167,0.007652,0.001076,0.00012,0,1,63,0.083333
esquecer,,1,1,2,1,1,2,11,0.216433,0.226305,485.897397,0.000225,0.001233,0.000074,0,1,13,0
saudoso,,3,4,7,4,4,8,11,0.243165,0.257399,18684.347471,0.004122,0.004307,0.000153,0,1,38,0.095238
filiado,,1,1,2,1,1,2,12,0.206792,0.215614,148.171324,0.004485,0.000453,0.000068,0,1,80,0
disputei,,1,1,2,1,1,2,12,0.200963,0.209021,193.670862,0.01237,0.000396,0.000052,0,1,18,0
denunciei,,1,1,2,1,1,2,12,0.234187,0.247471,303.562323,0.000033,0.002949,0.000073,0,1,18,0
ficha,,1,1,2,1,1,2,12,0.20302,0.2109,65.438546,0.000794,0.000058,0.000086,0,1,59,0
limpa,,3,4,7,4,4,8,11,0.254699,0.270583,10720.76511,0.00162,0.006594,0.00019,0,1,59,0
cariocas,,1,1,2,1,1,2,11,0.239641,0.25357,207.689192,0.000098,0.003953,0.000058,0,1,76,0.5
índio,,1,1,2,1,1,2,12,0.213999,0.22443,0,0.01237,0.006059,0.000052,0,1,44,0.5
entrará,,1,1,2,1,1,2,11,0.227466,0.238884,241.421987,0.004708,0.001615,0.000076,0,1,28,0
inocência,,1,1,2,1,1,2,11,0.204085,0.212575,228.135871,0.003675,0.000559,0.000067,0,1,33,0
sala,,1,1,2,1,1,2,13,0.175452,0.180535,5181.892857,0.000617,0,0.000078,0,1,33,0
aula,,1,1,2,1,1,2,12,0.212741,0.221777,5181.892857,0,0.001005,0.000095,0,1,33,0
comunismo,,1,1,2,1,1,2,12,0.214318,0.223954,68.374336,0.000557,0.000846,0.000077,0,1,38,0
brilhante,,1,1,2,1,1,2,13,0.156887,0.160951,10349,0.000198,0,0.000068,0,1,56,0
ustra,,1,1,2,1,1,2,12,0.18604,0.192702,10349,0,0,0.000087,0,1,56,0
pavor,,1,1,2,1,1,2,11,0.228501,0.240946,10349,0,0.003642,0.000103,0,1,56,0
exército,,1,2,3,2,2,4,11,0.249566,0.264503,1223.84119,0.005097,0.002114,0.00005,0,1,53,0.166667
armadas,,1,1,2,1,1,2,11,0.259566,0.277352,3332.243642,0.000021,0.013447,0.000077,0,1,53,0
morais,,1,1,2,1,1,2,13,0.183027,0.189178,278.987459,0.000021,0.000019,0.000068,0,1,53,0
abraçado,,1,1,2,1,1,2,13,0.15692,0.160775,63.539724,0.000039,0.000019,0.000073,0,1,53,0
tenta,,1,1,2,1,1,2,13,0.178557,0.184048,262.478493,0.000012,0.000028,0.000084,0,1,53,0
torturadores,,2,2,4,2,2,4,11,0.210014,0.219284,5309.814265,0.000396,0.000542,0.000137,0,1,49,0
usam,,1,1,2,1,1,2,12,0.213364,0.222532,108.236829,0.001734,0.000288,0.000074,0,1,33,0
sacrifício,,1,1,2,1,1,2,12,0.215469,0.225148,125.579003,0.001935,0.000727,0.000057,0,1,14,0
fegar,,1,1,2,1,1,2,12,0.213999,0.22443,0,0.002331,0.006059,0.00006,0,1,44,0.5
constrangido,,1,1,2,1,1,2,13,0.187781,0.194409,4653.180998,0.004091,0.000017,0.000053,0,1,2,0
conduzida,,1,1,2,1,1,2,12,0.206454,0.215341,21.947949,0.001035,0.000107,0.000048,0,1,23,0
urdida,,1,1,2,1,1,2,13,0.15692,0.160775,23.330212,0.000513,0.000019,0.000076,0,1,53,0
apoiada,,1,1,2,1,1,2,12,0.173598,0.178818,45.964634,0.000027,0.000014,0.000078,0,1,49,0
analfabetos,,1,1,2,1,1,2,13,0.190161,0.197195,261.429969,0.000211,0.000127,0.000069,0,1,49,0
vendidos,,1,1,2,1,1,2,12,0.198132,0.206027,69.720586,0.00009,0.000747,0.000062,0,1,2,0
sexista,,1,1,2,1,1,2,11,0.244093,0.258323,468.757149,0.000164,0.004518,0.000067,0,1,2,0
exterminado,,1,1,2,1,1,2,13,0.184462,0.190492,5175,0.000103,0,0.000082,0,1,53,0
periferias,,1,1,2,1,1,2,12,0.226135,0.237279,5175,0,0.002264,0.000098,0,1,53,0
teto,,2,2,4,2,2,4,11,0.222365,0.233077,451.002982,0.000474,0.001341,0.000122,0,1,30,0
canal,,1,1,2,1,1,2,12,0.214008,0.22444,25.226608,0.000352,0.006059,0.000084,0,1,44,0
afetuoso,,1,1,2,1,1,2,12,0.211619,0.220864,446.295363,0.001318,0.000058,0.000068,0,1,73,0
perguntou,,1,1,2,1,1,2,12,0.194141,0.201301,22.477461,0.000355,0.000208,0.000067,0,1,57,0
contrários,,3,18,21,38,38,76,10,0.270287,0.292516,32021.254645,0.017807,0.028417,0.000124,0,1,69,0.130952
entendido,,1,1,2,1,1,2,13,0.169984,0.174854,31.827559,0.000093,0.00003,0.000062,0,1,35,0.5
insistir,,2,2,4,2,2,4,12,0.202006,0.209998,10417.809362,0.000093,0.00036,0.000135,0,1,35,0
empreendedorismo,,1,1,2,1,1,2,13,0.168063,0.172644,0,0.000013,0.000003,0.000086,0,1,35,0
construa,,1,1,2,1,1,2,12,0.202298,0.210073,565.778142,0,0.000165,0.000081,0,1,35,0
assistencialismo,,1,1,2,1,1,2,12,0.217735,0.227481,11.05806,0.002749,0.006555,0.000073,0,1,66,0
registros,,1,1,2,1,1,2,11,0.237846,0.251581,272.784037,0.002749,0.00325,0.000073,0,1,68,0
cgia,,1,1,2,1,1,2,13,0.178206,0.183541,5175,0.000232,0,0.000075,0,1,13,0
ecra,,1,1,2,1,1,2,12,0.216805,0.226389,5175,0,0.001061,0.000093,0,1,13,0
pres,,1,1,2,1,1,2,12,0.213144,0.222489,335.458175,0.001414,0.000178,0.000073,0,1,8,0
piani,,1,1,2,1,1,2,12,0.213999,0.22443,0,0.009061,0.006059,0.00009,0,1,44,0.5
morre,,2,2,4,2,2,4,11,0.218047,0.228682,636.282769,0.000996,0.001039,0.000108,0,1,58,0
morei,,1,1,2,1,1,2,12,0.229646,0.241325,0,0.003467,0.001711,0.000073,0,1,65,1
vendedores,,1,1,2,1,1,2,11,0.243703,0.257622,4785.74765,0,0.005536,0.000061,0,1,45,0
profissão,,1,1,2,1,1,2,14,0.150741,0.154064,6289.414607,0.00341,0,0.000074,0,1,22,0
detalhada,,1,1,2,1,1,2,13,0.177467,0.182755,6289.414607,0,0,0.000092,0,1,22,0
opção,,2,2,4,2,2,4,12,0.215712,0.225205,20699.215947,0,0.000262,0.000164,0,1,22,0
mercado,,1,1,2,1,1,2,11,0.259579,0.277359,5723.335242,0.000009,0.013447,0.000099,0,1,22,0
registrado,,1,1,2,1,1,2,11,0.229545,0.240989,118.840858,0.000962,0.000908,0.000065,0,1,24,0
panfleto,,1,1,2,1,1,2,11,0.246688,0.260689,0,0.004708,0.005336,0.000076,0,1,5,1
gop,,1,1,2,1,1,2,12,0.213999,0.22443,0,0.01237,0.006059,0.000052,0,1,44,0.5
pega,,1,1,2,1,1,2,12,0.210715,0.219871,0,0.01237,0.000476,0.000052,0,1,44,0.5
parti,,1,1,2,1,1,2,12,0.21399,0.224414,0,0.000849,0.006059,0.00012,0,1,44,1
apresentar,,1,1,2,1,1,2,12,0.19068,0.197435,42.392321,0.000715,0.000267,0.000065,0,1,35,0
fundamentações,,1,1,2,1,1,2,12,0.225308,0.236381,103.089193,0.000134,0.000439,0.000066,0,1,71,0
espécie,,1,1,2,1,1,2,13,0.161488,0.165729,5213.995282,0.00141,0,0.000076,0,1,61,0
intimidar,,1,1,2,1,1,2,12,0.192545,0.199677,5213.995282,0,0.000003,0.000093,0,1,61,0
saberemos,,2,1,3,2,2,4,14,0.149492,0.152876,20696.382051,0.000041,0,0.000168,0,1,61,0.166667
enfrentá-las,,1,2,3,2,2,4,13,0.175756,0.181212,20696.382051,0,0,0.000172,0,1,61,0.166667
desejamos,,1,1,2,1,1,2,15,0.130057,0.132351,1,0,0.000001,0.000102,0,1,61,0.5
vencê-las,,1,1,2,1,1,2,12,0.213057,0.222474,15519.382051,0,0.000343,0.000102,0,1,61,0
cuida,,1,1,2,1,1,2,11,0.233722,0.246494,134.449652,0.000499,0.002837,0.000079,0,1,23,0.5
rusf,,2,2,4,2,2,4,12,0.233195,0.245045,4185.564633,0.004941,0.002694,0.000102,0,1,59,0.083333
tergiversar,,1,1,2,1,1,2,12,0.186954,0.193456,39.323255,0.000014,0.000039,0.000074,0,1,59,0
divergir,,1,1,2,1,1,2,12,0.188678,0.195261,160.199105,0.00015,0.000018,0.000066,0,1,3,0
mensalão,,1,1,2,1,1,2,12,0.204885,0.213198,84.465525,0.000574,0.000141,0.000074,0,1,8,0
7:03:20,,1,1,2,1,1,2,12,0.20486,0.213166,85.323261,0.000044,0.000141,0.000073,0,1,8,0.5
provocações,,1,1,2,1,1,2,12,0.222146,0.232937,484.697783,0.000028,0.001307,0.00007,0,1,22,0
permitirá,,1,1,2,1,1,2,11,0.197633,0.204808,1673.554795,0.002338,0.000015,0.000074,0,1,45,0
creio,,2,2,4,2,2,4,12,0.214745,0.224154,412.074256,0.009012,0.000377,0.000084,0,1,46,0.333333
inexorável,,1,1,2,1,1,2,11,0.227157,0.238812,119.45084,0.000133,0.002488,0.000067,0,1,46,0
festa,,1,1,2,1,1,2,12,0.192166,0.199278,5175,0.001931,0,0.000065,0,1,17,0
itabapuana,,1,1,2,1,1,2,11,0.237846,0.251478,5175,0,0.00374,0.000084,0,1,17,0
pauló,,1,1,2,1,1,2,11,0.206577,0.215583,5.027273,0.000582,0.000326,0.00007,0,1,68,0
atropelado,,1,1,2,1,1,2,11,0.24345,0.257484,990.690017,0.000022,0.003175,0.000059,0,1,18,0
rasga,,1,1,2,1,1,2,11,0.230937,0.242797,485.617589,0.003467,0.002168,0.000073,0,1,27,0
rgo,,1,1,2,1,1,2,12,0.213999,0.22443,0,0.009061,0.006059,0.00009,0,1,44,0.5
funcionários,,1,1,2,1,1,2,13,0.180909,0.186873,6537.921311,0.01237,0.000005,0.000052,0,1,10,0
horrível,,1,1,2,1,1,2,11,0.233965,0.246891,46.906451,0.001249,0.002943,0.00007,0,1,40,0
republicanas,,1,1,2,1,1,2,12,0.187618,0.194117,115.853473,0.006045,0.000184,0.000042,0,1,67,0
errar,,1,1,2,1,1,2,11,0.197844,0.205964,35.659851,0.000941,0.000856,0.000065,0,1,42,0
regulam,,1,1,2,1,1,2,11,0.23459,0.246986,16.04393,0.000823,0.002123,0.000066,0,1,9,0
cim,,1,1,2,1,1,2,12,0.217726,0.227472,0,0.005097,0.006555,0.00005,0,1,66,0.5
apoiar,,1,1,2,1,1,2,12,0.193858,0.201058,53.229797,0.000707,0.000095,0.000062,0,1,30,0
consecutivos,,1,1,2,1,1,2,11,0.247893,0.2624,0,0.00062,0.003289,0.000077,0,1,8,0.5
noras,,1,1,2,1,1,2,11,0.222806,0.233435,0,0.002079,0.000494,0.000065,0,1,47,0.5
velha,,2,2,4,2,2,4,12,0.239774,0.252976,404.029578,0.005303,0.008011,0.0001,0,1,47,0.166667
caminhar,,1,1,2,1,1,2,12,0.199322,0.20742,133.655577,0.000108,0.000468,0.000076,0,1,64,0
vestindo,,1,1,2,1,1,2,12,0.185175,0.191426,173.730822,0.003752,0.000446,0.000072,0,1,33,0
pacífica,,1,1,2,1,1,2,13,0.178705,0.184394,286.394407,0.001267,0.000048,0.00007,0,1,38,0
fogem,,1,1,2,1,1,2,11,0.226303,0.237949,166.623726,0.002079,0.001232,0.000065,0,1,47,0
invadir,,1,1,2,1,1,2,11,0.247881,0.262384,185.646467,0.000105,0.003289,0.000072,0,1,59,0.5
ônibus,,1,1,2,1,1,2,11,0.218979,0.229098,4961.621165,0,0.001003,0.000076,0,1,59,0
eues,,1,1,2,1,1,2,11,0.222806,0.233435,340.805104,0.002967,0.000494,0.000071,0,1,47,0
negociata,,1,1,2,1,1,2,12,0.235059,0.247459,394.811724,0.000538,0.001456,0.00011,0,1,68,0
impediu,,1,1,2,1,1,2,11,0.242913,0.256761,556.528928,0.002485,0.00429,0.000067,0,1,78,0
online,,1,1,2,1,1,2,13,0.185626,0.192196,50.402993,0.000009,0.000062,0.000078,0,1,63,0
proferidos,,2,1,3,2,2,4,11,0.253701,0.270335,10349,0.000964,0.004503,0.000354,0,1,44,0.333333
milares,,1,1,2,1,1,2,13,0.169007,0.173725,5178.283333,0.000206,0,0.000052,0,1,4,0
advogados,,1,1,2,1,1,2,12,0.203331,0.211495,5178.283333,0,0.000005,0.000074,0,1,4,0
Resistindo,,1,1,2,1,1,2,11,0.242254,0.256086,0,0.001935,0.003921,0.000057,0,1,48,0.5
tribal,,1,1,2,1,1,2,12,0.209047,0.21807,2462.449472,0.007347,0.000133,0.000074,0,1,8,0
iluda,,1,1,2,1,1,2,12,0.217717,0.227455,8.398049,0.004023,0.006555,0.000063,0,1,66,0.5
bola,,2,2,4,2,2,4,12,0.228642,0.240643,2986.384564,0.001263,0.000816,0.000659,0,1,30,0
damos,,1,1,2,1,1,2,12,0.20798,0.217202,0,0.005097,0.001402,0.00005,0,1,3,1
informado,,1,1,2,1,1,2,12,0.224809,0.235201,135.678575,0.002331,0.002283,0.00006,0,1,3,0
necessidade,,2,2,4,2,2,4,11,0.205323,0.213821,5627.948712,0.001323,0.000141,0.000148,0,1,23,0
caparol,,1,1,2,1,1,2,13,0.169294,0.174135,416.218919,0.001931,0.000196,0.000065,0,1,59,0
capixabas,,3,3,6,3,3,6,12,0.203763,0.212248,36701.953721,0.005496,0.000095,0.000188,0,1,59,0
ex-presidenta,,1,1,2,1,1,2,12,0.211619,0.22079,39.666375,0.000707,0.001576,0.000062,0,1,53,0
férias,,1,1,2,1,1,2,11,0.206577,0.215583,13.301554,0.000462,0.000326,0.000072,0,1,68,0
encontre,,1,1,2,1,1,2,12,0.19761,0.205291,1978.93141,0.007347,0.000027,0.000074,0,1,40,0
legitimaram,,1,1,2,1,1,2,11,0.24345,0.257484,9850.647469,0.000003,0.003175,0.000082,0,1,59,0
maldade,,1,1,2,1,1,2,14,0.144808,0.147909,5181,0,0,0.000078,0,1,59,0
abandonou,,1,1,2,1,1,2,13,0.1693,0.174142,5181,0,0.000196,0.000095,0,1,59,0
rodovias,,1,1,2,1,1,2,14,0.155782,0.159522,10355.812717,0.000003,0,0.000082,0,1,59,0
portos,,1,1,2,1,1,2,13,0.184495,0.190584,10355.812717,0,0,0.000099,0,1,59,0
aeroportos,,1,1,2,1,1,2,12,0.226184,0.237464,10355.812717,0,0.002523,0.000113,0,1,59,0
cooperativismo,,1,1,2,1,1,2,12,0.212978,0.222114,99.072642,0.000483,0.000095,0.000071,0,1,58,0
abandonada,,1,1,2,1,1,2,11,0.243462,0.257493,185.80866,0.000666,0.003175,0.000079,0,1,58,0
espo,,1,1,2,1,1,2,11,0.253713,0.270351,0,0.003467,0.004503,0.000073,0,1,66,0.5
devolveu,,1,2,3,2,2,4,12,0.20876,0.217947,4852.738314,0.002151,0.00125,0.000077,0,1,61,0
sonhada,,1,1,2,1,1,2,11,0.233437,0.245685,248.301197,0.000298,0.003468,0.000067,0,1,61,0
lutadores,,1,2,3,2,2,4,11,0.197407,0.204747,6954.08619,0.002164,0.000006,0.000066,0,1,61,0
recuso,,1,1,2,1,1,2,12,0.201707,0.209867,279.175189,0,0.000262,0.000057,0,1,61,0
armaram,,1,1,2,1,1,2,12,0.198132,0.206027,90.423061,0.000396,0.000747,0.000071,0,1,49,0
comandam,,1,1,2,1,1,2,11,0.233448,0.245695,360.186553,0.000164,0.003468,0.000067,0,1,2,0
lutam,,2,2,4,2,2,4,10,0.245646,0.259744,10074.364773,0.000156,0.003656,0.000103,0,1,61,0.083333
cansarão,,1,1,2,1,1,2,11,0.202053,0.20995,9.948412,0.00013,0.000225,0.000073,0,1,61,0
concordar,,2,2,4,2,2,4,10,0.24399,0.25887,683.227101,0.005686,0.004913,0.000095,0,1,43,0.083333
espit,,1,1,2,1,1,2,11,0.253713,0.270351,0,0.004354,0.004503,0.000067,0,1,66,0.5
cobra,,1,1,2,1,1,2,12,0.206974,0.215309,41.893202,0.002818,0.000538,0.000062,0,1,47,0
respondermos,,1,1,2,1,1,2,12,0.209495,0.218479,14.183587,0.000309,0.000207,0.000071,0,1,13,0
restauro,,1,1,2,1,1,2,12,0.209478,0.218453,65.079068,0.000024,0.000207,0.000063,0,1,13,0.5
responsabilizar,,1,1,2,1,1,2,12,0.196217,0.203592,71.84664,0.000558,0.000879,0.000074,0,1,61,0
tornou,,1,1,2,1,1,2,11,0.212331,0.222144,414.185382,0.001682,0.00021,0.000061,0,1,72,0
inviabilizada,,1,1,2,1,1,2,12,0.199745,0.207787,211.377786,0.000747,0.0001,0.000081,0,1,59,0
responsabilizá-la,,1,1,2,1,1,2,11,0.237518,0.250985,635.738981,0.000286,0.004389,0.000069,0,1,59,0
totalizado,,1,1,2,1,1,2,11,0.253713,0.270351,1064.675278,0.000015,0.004503,0.000179,0,1,66,0
impessoalidade,,1,1,2,1,1,2,11,0.206569,0.214801,0,0.000576,0.000238,0.000067,0,1,40,0.5
eficiência,,1,1,2,1,1,2,11,0.259553,0.277343,427.7614,0.000261,0.013447,0.00007,0,1,40,0
foleto,,1,1,2,1,1,2,11,0.266598,0.285026,0,0.005097,0.005286,0.00005,0,1,10,1
solo,,1,1,2,1,1,2,12,0.204852,0.213469,179.77913,0.002079,0.000069,0.000065,0,1,68,0
7:19:25,,1,1,2,1,1,2,14,0.148394,0.151839,10349,0.002079,0,0.000065,0,1,33,0
meinho,,1,1,2,1,1,2,13,0.174229,0.179701,10349,0,0,0.000085,0,1,33,0
fam,,1,1,2,1,1,2,12,0.210955,0.220722,10349,0,0.000336,0.000101,0,1,33,0
julgador,,2,2,4,2,2,4,11,0.229219,0.241452,450.530914,0.000715,0.005214,0.000118,0,1,45,0.166667
capixaba,,1,1,2,1,1,2,12,0.217543,0.227818,511.493524,0.001342,0.000611,0.000083,0,1,12,0
representado,,1,1,2,1,1,2,11,0.210441,0.21963,104.051908,0.002331,0.000584,0.000064,0,1,77,0.5
ridícula,,1,1,2,1,1,2,12,0.201166,0.209207,5175,0.002331,0,0.000064,0,1,71,0
envergonha,,1,1,2,1,1,2,11,0.251788,0.26799,5175,0,0.006488,0.000083,0,1,71,0
pagando,,1,1,2,1,1,2,13,0.166452,0.171127,5175,0.007347,0,0.000074,0,1,20,0
grades,,1,1,2,1,1,2,12,0.199661,0.20771,5175,0,0.00027,0.000091,0,1,20,0
laria,,1,1,2,1,1,2,11,0.266598,0.285026,0,0.003579,0.005286,0.000056,0,1,68,1
Abril,,1,1,2,1,1,2,11,0.196634,0.204013,262.972352,0.005097,0.000192,0.00005,0,1,24,0
heracto,,1,1,2,1,1,2,13,0.178828,0.184245,5175,0.005097,0,0.00005,0,1,66,0
fortes,,1,1,2,1,1,2,12,0.217735,0.227481,5175,0,0.006555,0.000071,0,1,66,0
antnio,,1,1,2,1,1,2,13,0.177882,0.18354,152.45611,0.0013,0.00004,0.000056,0,1,3,0
vinho,,1,1,2,1,1,2,12,0.193604,0.200499,152.525812,0.000044,0.000009,0.000078,0,1,3,0
sofri,,1,1,2,1,1,2,12,0.209241,0.21843,112.237881,0.001422,0.000445,0.000066,0,1,49,0
exigindo,,2,2,4,2,2,4,11,0.266667,0.285259,114.792949,0.010996,0.018783,0.000118,0,1,5,0.666667
panto,,1,1,2,1,1,2,11,0.242526,0.257613,613.593994,0.001935,0.002766,0.000057,0,1,67,0
desajuste,,1,1,2,1,1,2,12,0.198611,0.206187,699.843134,0.005482,0.000239,0.000052,0,1,56,0
restabelecer,,1,1,2,1,1,2,11,0.228048,0.23937,156.281966,0.00019,0.002042,0.000086,0,1,59,0
acumulou,,6,2,8,62,62,124,11,0.261639,0.280371,6598.447708,0.015049,0.007269,0.000509,0,1,63,0.321429
presidencialista,,1,1,2,1,1,2,13,0.160045,0.164002,5175,0.007347,0,0.000074,0,1,30,0
pressupõe,,1,1,2,1,1,2,12,0.190504,0.197086,5175,0,0.000217,0.000091,0,1,30,0
matou,,1,1,2,1,1,2,12,0.197031,0.204347,276.507711,0.001311,0.000216,0.000071,0,1,80,0
roubou,,4,4,8,4,4,8,11,0.245331,0.25975,21330.880708,0.006061,0.006292,0.000155,0,1,80,0.266667
Contas,,1,1,2,1,1,2,14,0.151009,0.154362,10349,0.00341,0,0.000074,0,1,10,0
exterior,,1,1,2,1,1,2,13,0.177839,0.183173,10349,0,0,0.000092,0,1,10,0
descumpriu,,1,1,2,1,1,2,12,0.216261,0.225813,10349,0,0.000564,0.000107,0,1,10,0
forjado,,1,1,2,1,1,2,12,0.206108,0.21481,5755.922779,0.000001,0,0.000087,0,1,10,0
falso,,1,1,2,1,1,2,11,0.259566,0.277352,5755.922779,0,0.013447,0.000103,0,1,10,0
descul,,1,1,2,1,1,2,13,0.169344,0.174196,8015.570155,0.004023,0.000005,0.000063,0,1,37,0
convenceram,,1,1,2,1,1,2,12,0.197046,0.204433,336.389274,0.000002,0.000004,0.000073,0,1,37,0
Piauienses,,1,1,2,1,1,2,11,0.230106,0.24212,0,0.002176,0.001645,0.000056,0,1,47,0
futuros,,1,1,2,1,1,2,12,0.202006,0.210407,77.780962,0.00003,0.000153,0.000056,0,1,77,0
bí,,1,1,2,1,1,2,11,0.244093,0.258323,100.212696,0.000695,0.004518,0.000074,0,1,30,0
humilhar,,1,1,2,1,1,2,13,0.152316,0.155938,5175,0.004708,0,0.000076,0,1,77,0
orar,,1,1,2,1,1,2,12,0.179654,0.185544,5175,0,0.000125,0.000094,0,1,77,0
converter,,1,1,2,1,1,2,13,0.156559,0.160377,5175,0.000028,0,0.000074,0,1,77,0
maus,,1,1,2,1,1,2,12,0.1856,0.191871,5175,0,0.000009,0.000092,0,1,77,0
ouvirei,,1,1,2,1,1,2,16,0.113651,0.115324,20694,0.000118,0,0.000071,0,1,77,0
céus,,1,1,2,1,1,2,15,0.128195,0.130461,20694,0,0,0.000089,0,1,77,0
